x,y,population_density,traffic_flow,competitor_count,is_commercial
8.038.048.904.834.750,9.145.844.352.217.470,19.353.924.603.446.800,5.910.615.850.198.590,0,0
13.714.848.815.274.300,9.103.631.494.544.170,-1.826.212.194.497.850,6.941.991.531.203.910,0,0
580.699.084.554.285,6.482.091.774.485.550,64.610.564.435.006.300,15.985.078.387.983.700,4,1
50.550.876.038.986.300,4.131.944.788.027.970,8.787.886.766.435.890,19.286.044.989.700.800,5,1
14.407.878.601.319.900,40.561.939.025.544.200,2.568.653.413.769.410,48.382.070.702.149.800,2,0
6.239.984.855.289.820,6.795.518.365.726.830,5.697.479.946.395.660,12.369.329.218.909.800,6,0
27.364.041.786.077.100,6.709.373.262.987.870,1.081.552.104.266.440,7.173.188.314.995.070,0,0
4.878.343.185.440.120,5.937.057.829.514.340,9.192.662.067.966.920,18.422.372.904.447.900,5,1
8.227.232.427.706.180,7.720.317.859.723.540,22.514.513.159.542.700,50.109.751.444.365.300,0,0
45.958.405.721.362.300,8.282.127.578.865.940,2.434.266.466.706.510,20.433.148.611.399.400,1,0
30.646.346.804.282.000,1.705.303.893.937.750,17.885.740.239.645.700,7.065.137.053.746.960,0,0
8.223.812.111.853.540,8.974.190.500.781.730,51.002.825.383.825.500,6.014.051.920.836.100,1,0
5.697.872.699.736.820,6.561.460.918.474.420,4.609.072.696.449.880,5.493.938.236.003.930,0,0
41.860.727.491.832.900,8.818.548.008.206.820,10.345.242.528.763.400,16.726.366.001.956.300,2,0
458.431.424.131.438,4.852.807.171.101.980,10.746.183.374.566.600,17.948.685.266.253.100,4,1
7.250.060.762.991.180,542.033.345.097.202,5.152.430.484.590.110,5.387.827.812.919.370,2,0
57.428.757.509.021.000,9.190.382.770.286.710,9.417.250.557.391.060,16.403.237.699.006.900,0,0
6.672.123.371.941.810,8.999.095.433.546.710,9.890.327.374.223.020,7.174.144.338.215.650,0,0
777.049.285.651.756,448.160.873.369.002,36.316.509.519.461.700,50.533.685.286.034.100,2,1
8.622.029.736.581.880,27.441.263.163.568.100,10.637.518.947.248.100,527.412.450.878.972,0,0
3.138.754.967.224.700,3.931.704.345.642.640,6.009.273.566.267.530,9.438.279.276.108.050,1,0
53.802.270.536.390.200,3.877.643.285.297.490,835.273.967.392.616,1.935.668.594.755.260,5,0
8.401.080.784.391.990,28.686.687.498.279.300,9.860.712.303.728.550,5.671.389.237.454.160,1,0
9.894.511.309.650.560,26.857.960.433.296.600,20.781.176.329.608.400,6.164.570.048.943.190,0,0
8.895.193.110.437.630,8.610.629.364.797.190,15.486.000.242.451.300,4.042.953.001.849.630,0,0
3.714.672.626.243.760,6.986.192.068.466.160,1.232.375.140.473.560,11.401.653.776.568.900,0,0
19.516.651.721.865.000,6.776.111.820.995.940,2.461.403.963.438.890,7.569.386.612.123.750,2,0
4.893.925.374.065.880,1.728.200.514.564.520,26.520.487.280.508.400,19.836.726.017.814.300,0,0
7.416.414.518.360.420,3.445.058.933.940.630,31.789.146.619.865.400,6.925.816.734.442.870,2,0
4.925.690.707.532.970,6.154.303.413.483.680,5.360.193.557.649.300,20.922.380.963.227.500,1,0
4.831.808.633.136.680,26.997.363.685.546.200,5.147.592.972.917.850,18.311.217.148.435.300,4,0
8.382.304.210.818.000,7.684.210.711.172.420,1.073.250.231.275.580,5.359.675.388.850.480,1,0
3.614.037.790.671.860,8.850.153.245.472.580,11.206.914.045.891.200,10.887.581.944.762.500,1,0
8.597.946.748.116.450,22.152.715.190.236.700,6.080.336.231.866.190,5.353.136.591.431.610,1,0
40.680.480.095.172.300,46.354.783.925.892.100,86.455.734.243.389,1.396.197.432.023.040,1,1
3.282.331.056.783.390,4.703.240.479.372.060,6.832.918.610.022.460,7.314.098.116.544.120,4,1
453.989.911.199.699,8.735.753.057.597.340,9.868.957.561.300.590,18.017.431.971.552.100,0,0
7.624.469.586.748.680,7.627.990.528.758.050,14.526.303.617.164.800,5.381.293.423.357.670,0,1
12.600.202.786.399.400,5.130.772.183.680.490,1.548.636.191.997.260,619.874.878.942.052,0,0
1.964.192.158.720.170,6.707.472.004.717.730,2.557.150.670.037.130,6.966.877.281.662.930,1,0
951.444.825.663.092,8.473.550.539.093.660,-7.091.484.967.772.590,6.397.160.936.085.160,0,0
1.754.916.273.813.570,9.538.954.025.544.940,1.867.115.091.046.190,5.937.704.072.604.490,0,1
5.677.273.179.310.540,4.028.900.310.500.480,8.460.714.161.985.050,1.592.141.920.098.980,3,0
57.931.446.666.193.700,9.072.431.672.770.780,1.552.212.079.733.070,15.542.982.061.599.700,2,0
4.896.244.620.502.440,7.403.130.308.439.510,5.230.623.029.045.180,20.129.404.114.276.200,0,0
6.447.452.485.768.180,54.284.137.433.407.400,7.504.154.170.453.780,962.945.398.237.255,3,0
22.982.672.579.761.800,52.964.452.703.513.300,38.289.986.859.299.800,5.967.197.398.771.850,7,0
55.266.226.777.674.800,34.777.009.760.443.700,70.308.886.517.089.700,18.778.270.730.964.200,5,0
3.721.732.552.468.970,52.052.053.364.151.400,8.037.499.474.110.190,12.162.721.187.445.900,6,0
661.667.259.629.189,6.553.831.994.634.530,5.203.686.772.949.020,10.085.346.077.958.100,0,0
14.122.354.337.314.900,4.183.630.384.287.930,20.070.181.725.978.800,4.119.450.206.586.390,2,0
5.708.774.168.394.760,714.153.146.392.174,5.419.808.453.834.550,17.601.059.011.739.700,1,1
1.852.703.553.833.230,8.612.322.272.603.850,7.449.304.049.232.600,44.103.152.233.269.800,0,0
2.786.430.631.150.360,15.468.484.818.486.100,1.598.659.116.533.050,5.353.539.459.259.660,2,0
2.187.098.003.235.830,45.154.702.281.742.400,4.170.590.260.270.130,5.819.148.981.099.200,0,0
1.828.377.798.688.170,4.080.200.912.850.810,2.595.929.017.017.980,6.313.995.580.230.910,1,0
825.710.951.560.667,6.874.648.040.497.280,20.410.506.908.849.800,5.562.560.075.086.750,0,0
28.570.756.766.089.000,24.986.746.525.792.900,2.471.154.118.796.620,6.530.620.150.769.600,4,0
9.271.237.818.644.490,6.402.509.149.522.760,1.155.034.705.316.540,5.311.792.798.121.740,0,0
9.699.265.253.451.900,8.774.892.417.314.880,425.014.753.654.766,5.136.667.248.264.110,0,1
57.126.046.993.709.700,4.181.315.997.936.220,8.933.253.787.503.240,15.510.557.976.895.000,4,0
1.430.011.226.657.260,91.101.569.997.922,2.742.781.627.301.280,3.783.000.425.432.290,0,0
3.745.482.433.795.810,9.931.637.389.334.780,19.236.408.129.315.400,11.749.933.669.973.100,0,0
797.732.263.348.214,10.609.204.994.795.200,5.636.884.752.010.990,5.258.176.971.129.250,0,0
36.739.072.869.707.000,23.305.318.798.485.800,32.816.914.696.106.900,11.237.675.984.029.100,3,1
8.701.721.830.278.870,9.503.797.514.820.930,5.538.649.353.632.410,5.679.070.142.760.460,0,0
55.678.491.092.818.700,9.583.276.864.813.860,6.022.679.902.028.640,17.551.014.896.798.200,0,1
8.451.208.514.960.340,977.072.753.867.585,5.339.551.411.352.910,5.601.855.503.782.970,0,0
7.959.263.871.435.020,1.499.850.037.713.660,43.004.469.454.934.600,50.435.528.155.959,1,0
17.512.314.013.035.300,16.110.002.325.642.200,5.509.988.945.327.450,6.899.955.875.072.680,0,0
6.727.646.144.124.660,9.960.127.833.822.480,7.128.510.883.767.950,8.453.265.300.564.490,0,0
2.205.042.634.356.470,17.999.961.661.068.600,17.459.000.178.902.500,7.642.567.159.246.110,0,0
21.820.753.455.217.200,50.254.760.672.202.300,3.339.039.340.745.400,5.635.014.110.731.120,1,0
8.740.717.733.051.850,848.417.726.430.511,1.066.851.901.987.780,4.800.049.228.245.910,0,0
24.966.895.274.023.000,2.040.161.068.820.630,11.796.098.011.880.000,47.541.705.048.225.800,0,0
2.632.473.465.180.110,6.044.889.822.584.590,4.430.426.301.373.700,4.466.902.089.995.900,2,1
6.533.907.612.995.540,27.702.544.886.962.400,32.495.449.323.828.000,4.008.615.470.547.550,0,0
8.706.690.341.255.170,8.623.349.164.397.310,46.606.194.271.018.700,4.135.974.326.461.000,0,0
7.925.948.132.091.340,28.346.114.926.407.900,20.873.387.951.644.900,5.602.338.261.412.000,0,0
627.328.935.090.678,6.867.557.202.819.080,4.995.124.579.839.480,11.142.483.794.654.200,1,1
7.502.657.639.388.420,6.742.196.324.473.960,27.621.510.710.100.200,584.161.443.964.656,1,0
1.520.485.674.244.910,22.149.354.885.964,9.538.609.293.963.710,6.317.222.369.655.010,0,1
45.832.359.458.757.500,34.799.199.868.350.100,46.517.513.766.298.800,1.866.446.386.662.710,0,0
35.121.938.734.878.000,4.092.495.737.853.970,6.369.924.468.505.760,12.038.466.936.028.100,3,1
937.765.262.570.165,2.891.931.519.658.690,10.207.340.839.960.100,3.828.104.468.422.450,1,0
4.861.304.852.149.240,8.089.777.496.137.080,34.433.153.101.805.000,1.970.583.547.150.650,4,0
9.207.396.503.426.350,8.003.641.884.553.450,8.213.384.940.169.750,44.628.354.536.859.500,0,0
4.005.911.905.069.440,4.570.239.521.926.250,7.504.226.562.917.480,5.936.888.934.508.810,0,0
2.914.609.134.937.930,6.065.122.253.232.180,5.226.577.488.290.920,4.465.306.512.811.840,2,0
20.754.093.620.570.300,6.042.595.159.869.250,34.077.924.038.382.600,3.765.228.652.601.480,0,0
2.381.466.536.656.960,8.271.581.484.276.230,9.211.660.413.460.010,5.379.255.270.133.660,0,0
9.084.345.518.793.750,4.250.024.141.231.970,1.491.606.302.164.870,655.495.594.405.663,0,0
46.806.905.423.429.000,27.544.667.979.050.900,5.339.499.720.238.620,19.480.317.457.298.400,4,0
4.662.994.129.398.180,26.503.491.814.054.700,5.218.639.476.638.300,17.820.389.277.660.600,1,1
7.605.756.424.552.820,5.361.922.792.822.040,4.265.841.015.347.310,4.305.950.135.933.510,4,1
1.544.922.040.049.250,4.491.482.027.322.120,2.566.133.981.592.370,6.711.350.024.126.650,1,0
4.872.653.541.000.500,4.401.207.709.849.360,960.939.892.913.023,19.257.728.582.061.300,4,1
4.299.852.141.210.590,9.113.733.908.970.720,718.618.220.655.544,15.796.389.473.409.600,1,0
5.969.106.905.466.560,7.186.037.406.901.950,5.328.766.439.205.320,15.856.306.499.538.600,2,0
9.995.577.032.504.380,2.137.366.879.819.100,-12.563.578.277.541.600,6.011.154.154.811.180,0,0
769.448.894.082.047,19.695.363.020.872.100,16.562.085.752.008.200,6.671.748.588.063.900,3,0
3.978.657.030.174.270,4.127.583.202.773.930,7.953.845.808.302.110,12.953.769.856.641.400,4,1
8.275.530.522.740.460,2.277.783.416.178.010,13.885.676.658.499.300,35.450.878.353.465.700,1,1
17.070.836.331.248.000,5.838.582.673.080.150,2.701.867.285.978.410,5.199.464.267.241.090,1,1
30.463.686.308.960.100,3.714.633.393.344.710,6.460.285.249.854.330,5.335.370.909.014.600,0,0
20.444.837.246.427.300,4.489.117.225.927.900,34.006.774.047.300.300,5.554.838.154.972.960,1,1
34.041.155.611.425.900,53.716.932.160.402.800,72.756.973.114.522.300,10.676.261.215.695.700,6,1
5.105.807.574.595.590,20.353.552.248.180.400,27.244.328.082.525.400,18.182.503.151.052.100,3,0
6.151.291.405.411.990,1.557.516.228.655.290,19.617.282.301.589.600,1.359.128.286.680.040,1,0
9.106.057.172.144.210,8.804.219.028.736.040,-13.570.737.197.762.500,39.066.487.602.392.400,0,0
5.098.540.095.504.570,43.372.370.283.142.100,9.505.607.124.067.000,20.783.085.695.100.500,2,1
50.127.564.462.572.900,41.209.360.963.253.900,8.736.176.516.667.850,19.523.822.893.219.000,5,1
5.024.300.982.298.210,3.561.215.027.284.140,-3.016.398.819.284.430,4.186.635.789.817.500,0,0
3.491.155.265.622.380,49.797.630.258.739.300,1.150.924.929.465.540,43.903.986.205.065.900,0,0
5.511.599.619.163.720,55.416.972.161.100.000,9.650.403.391.252.500,16.714.405.460.169.700,5,0
4.381.786.132.483.440,5.588.408.709.546.660,9.128.462.777.220.850,17.431.250.578.532.700,3,1
8.391.803.949.802.980,7.070.311.693.228.840,14.446.882.251.188.800,42.749.649.762.039.100,1,0
16.067.958.471.184.500,17.748.183.499.101.100,5.716.813.843.127.950,5.833.710.842.865.170,0,0
249.716.621.170.496,2.522.231.342.306.180,4.474.804.264.394.830,5.640.244.933.227.420,0,0
44.903.876.793.012.500,8.107.304.652.304.120,26.928.181.032.943.900,1.986.153.330.748.510,2,0
2.374.785.567.522.570,947.170.616.843.394,6.451.315.287.939.390,5.844.480.152.125.140,1,0
4.961.437.333.883.740,13.593.274.736.732.000,7.517.338.687.654.790,552.126.840.319.909,1,0
724.598.286.847.629,4.976.495.545.052.180,5.196.641.904.565.890,7.604.318.154.714.620,2,0
11.159.299.995.724.700,21.417.625.273.958.600,5.529.406.314.247.050,43.802.843.921.617.700,1,0
6.083.195.000.077.710,6.007.316.835.498.240,5.911.872.049.836.030,11.854.505.125.366.700,1,0
28.104.975.016.688.900,32.550.333.812.613.500,3.852.264.771.105.750,6.565.005.579.101.040,1,1
173.496.050.355.022,14.368.762.518.421.200,3.783.753.202.868.720,36.500.100.385.907.100,0,0
3.797.515.229.193.170,7.099.330.734.342.460,4.951.726.603.047.520,14.733.462.044.232.900,1,0
8.014.457.762.229.530,5.337.254.136.714.440,3.530.894.212.059.390,6.615.043.557.858.270,2,1
3.920.935.769.045.720,14.383.447.099.031.000,1.554.884.267.560.510,15.544.080.910.871.400,1,1
7.507.696.492.110.550,9.241.588.405.514.360,18.529.351.544.220.000,5.708.922.043.966.720,0,0
12.548.629.679.915.000,8.081.570.490.242.120,6.669.158.922.117.660,5.564.074.810.111.510,0,0
7.727.714.196.650.790,17.619.440.616.424.700,9.331.053.625.831.210,4.903.956.895.665.730,1,0
23.693.332.490.664.800,60.621.664.222.076.500,37.958.073.366.735.800,6.354.275.175.600.720,1,1
6.773.931.298.888.720,33.692.191.307.674.500,5.006.065.801.190.510,6.894.492.081.432.310,1,1
5.657.815.548.409.960,5.854.859.383.150.350,8.971.411.484.935.660,1.453.857.832.378.390,4,1
9.291.447.172.116.870,31.565.362.698.232.400,4.724.472.033.645.020,4.210.792.505.196.130,1,0
38.732.251.797.531.400,8.693.956.069.225.410,7.283.755.985.882.360,1.149.506.336.359.250,1,0
6.616.518.883.444.040,2.229.500.085.577.530,27.211.637.688.102.900,6.479.154.473.986.690,0,0
19.155.485.551.252.900,1.880.585.664.790.750,-12.567.042.468.580.400,6.815.820.475.641.620,0,0
826.858.560.972.753,4.280.193.524.396.430,26.347.725.634.861.300,366.887.775.321.724,2,0
52.473.563.766.143.200,6.582.837.834.261.570,6.907.012.285.805.490,208.397.750.427.923,4,1
7.752.440.518.349.490,26.380.607.494.635.700,26.313.131.062.445.200,6.291.009.646.868.650,0,1
2.344.256.000.115.140,1.206.993.530.061.790,5.999.711.662.966.990,3.871.343.507.762.400,0,0
3.450.837.455.132.330,5.189.373.642.647.560,7.378.907.841.375.430,9.127.861.178.989.800,3,0
3.010.387.221.131.890,6.057.594.893.589.720,8.105.369.382.593.170,44.200.769.516.090.100,1,0
9.614.923.245.741.120,9.628.704.940.018.090,-44.309.639.337.834.700,5.748.351.352.971.760,0,0
6.678.679.067.008.130,5.894.708.030.932.460,7.118.592.540.114.800,7.437.100.943.974.760,3,0
9.332.050.877.593.060,47.117.255.937.814.100,7.707.128.646.983.430,49.023.890.908.172.900,1,0
26.549.640.742.907.200,5.734.016.258.977.030,4.665.147.751.086.090,5.273.370.179.198.320,3,0
61.146.361.122.566.000,927.900.629.862.027,31.131.557.420.140.500,13.532.775.497.713.100,0,0
6.784.999.682.926.370,8.283.781.456.016.460,18.902.755.002.750.600,7.832.587.894.552.720,1,0
31.754.970.025.758.800,322.978.733.363.808,4.126.439.359.153.550,7.304.301.508.710.890,2,0
8.481.092.350.156.300,23.725.436.365.713.700,9.581.416.301.180.340,48.217.544.019.767.100,0,0
9.471.614.629.002.470,26.263.361.236.607.300,2.428.334.022.400.540,7.036.725.421.254.740,1,0
8.848.551.176.960.040,504.421.039.715.213,124.643.644.505.311,45.922.172.872.675.100,1,0
7.390.669.759.393.720,7.440.494.512.285.770,208.357.677.538.388,4.820.046.466.012.260,2,0
27.746.467.972.495.400,5.032.192.071.829.620,5.451.732.909.773.790,6.844.492.466.322.680,4,1
28.161.604.210.563.100,6.779.639.582.811.250,14.891.265.326.015.400,623.839.354.965.907,0,0
963.360.320.446.038,723.580.700.439.981,14.101.557.719.879.400,3.585.092.566.352.460,0,0
10.284.495.935.692.000,8.059.701.286.709.530,3.538.159.160.127.330,7.231.589.325.672.300,0,0
7.160.499.732.421.440,28.949.786.511.971.900,39.873.909.735.922.100,6.101.306.278.264.760,1,0
7.062.461.625.552.620,6.641.257.392.833.500,4.339.357.122.388.880,6.410.270.991.645.490,3,0
6.226.895.409.497.970,42.659.190.105.439.300,7.469.970.317.405.250,12.226.679.642.666.200,3,0
9.901.088.460.868.650,8.891.193.557.274.420,-3.531.438.436.002.170,6.730.207.984.879.380,0,0
31.187.943.576.372.500,8.452.255.581.607.390,14.578.769.703.575.500,5.876.610.826.176.190,1,0
33.997.186.379.324.800,5.254.319.983.096.420,7.097.380.953.208.600,9.444.668.114.161.840,4,0
7.893.940.294.655.550,6.915.055.458.135.940,9.602.751.993.954.000,7.089.391.712.553.550,0,1
4.427.981.365.437.370,8.833.497.010.221.030,15.944.073.163.199.900,17.864.918.612.299.200,0,0
2.610.485.262.348.480,4.957.170.100.782.750,5.169.406.816.222.370,4.628.098.015.643.540,1,0
34.338.670.217.764.400,31.325.074.048.882.100,4.664.713.946.645.540,8.781.864.547.532.350,0,1
8.345.717.902.556.270,7.536.661.379.095.810,1.501.744.175.636.820,5.262.521.916.122.540,0,0
9.354.845.135.274.950,2.200.662.547.846.910,3.008.554.897.492.810,6.331.946.699.655.160,0,0
18.573.307.200.518.500,388.531.148.006.042,2.199.738.369.814.700,4.768.178.081.063.120,1,0
3.725.089.315.534.650,8.657.272.371.067.930,21.865.467.314.376.500,12.481.539.479.104.800,1,0
928.630.562.115.394,724.422.340.269.315,-11.446.748.481.388.700,3.566.167.811.918.190,0,0
6.180.846.068.922.260,40.381.100.524.749.900,5.863.593.667.700.380,35.572.969.609.543.400,0,0
9.236.052.811.137.850,2.147.445.024.083.570,26.497.784.593.296.200,4.520.895.523.376.260,0,0
16.279.098.920.622.900,3.559.683.908.322.360,26.149.502.633.720.400,6.488.951.464.415.280,3,0
59.521.283.412.687.400,284.104.149.227.433,5.528.031.891.936.890,14.602.032.397.356.700,4,1
15.047.227.100.599.700,17.608.928.794.385.300,10.332.552.239.632.600,5.323.170.069.212.200,1,0
9.680.763.814.507.330,7.433.329.135.656.560,20.923.714.730.532.100,5.278.341.711.222.710,0,0
44.671.452.725.852.000,2.520.698.868.501.710,5.203.838.943.235.950,19.123.955.264.866.100,1,0
5.015.179.603.501.660,45.416.747.016.776.300,985.106.481.893.904,19.388.051.254.290.200,10,1
2.466.586.158.054.060,38.585.944.683.610.900,4.102.538.484.221.120,6.294.183.700.894.350,0,0
4.709.602.524.347.330,9.820.773.786.356.300,5.956.650.652.172.290,185.497.860.486.783,1,0
6.619.136.326.370.110,3.910.922.441.482.200,6.198.033.753.349.570,1.102.733.201.523.300,5,1
7.511.771.369.540.420,79.982.482.796.754.700,4.254.292.800.150.580,48.395.062.462.140.000,0,0
753.868.082.709.913,8.982.575.257.208.400,4.826.017.878.398.880,47.154.699.175.005.400,0,0
57.789.111.269.408.800,5.907.537.213.530.640,8.545.355.870.301.360,16.624.765.206.582.300,6,1
9.043.597.749.938.570,5.993.635.517.382.650,12.550.811.295.890.600,50.840.110.865.222.300,1,0
8.174.078.473.061.090,41.875.899.048.265.400,2.604.180.731.982.780,5.424.212.693.943.620,2,0
7.570.481.146.986.250,43.184.369.231.202.900,4.584.178.974.890.480,5.778.525.424.214.690,6,0
5.560.552.168.046.060,5.393.258.284.087.120,-8.196.002.413.300.380,39.103.799.969.896.300,0,0
6.877.962.219.649.310,51.654.651.038.926.200,62.986.350.721.954,6.613.437.585.837.560,0,0
21.244.727.719.547.200,5.047.394.753.803.510,3.771.627.041.428.860,6.133.743.443.120.120,2,1
6.635.235.939.134.520,14.954.931.855.694.400,18.861.802.177.768.800,10.298.442.470.478.900,1,0
41.119.748.888.254.500,10.383.938.611.092.700,1.254.614.450.813.770,14.584.003.466.253.300,0,0
4.024.062.592.993.110,1.235.724.905.994.900,1.572.674.790.357.380,14.733.361.443.707,1,0
8.845.868.882.296.130,10.102.824.649.125.800,5.110.282.825.141.440,5.206.579.953.453.570,1,0
8.955.628.481.318.380,6.097.081.955.367.590,16.641.954.835.762.100,6.134.005.913.119.980,0,0
9.091.752.640.535.850,19.648.265.240.291.800,2.997.822.375.170.640,616.371.962.789.713,0,0
3.138.780.765.150.270,25.143.015.218.746.300,30.759.512.725.446.100,7.846.821.892.338.970,1,0
6.910.558.127.392.610,1.735.721.441.514.390,2.176.151.169.599.710,5.900.032.594.676.440,3,0
27.163.318.127.436.900,957.835.304.448.503,-2.579.248.876.039.740,7.885.363.421.571.190,0,0
19.060.983.307.444.900,8.546.174.631.518.350,42.058.968.933.830.000,5.681.159.799.079.190,0,0
18.463.245.734.736.900,23.049.483.735.152.000,16.032.867.388.072.100,44.954.154.076.101.800,0,0
342.107.620.863.594,327.566.293.922.126,5.377.279.198.812.730,971.918.121.551.633,0,0
4.299.576.197.798.210,20.989.284.230.499.700,3.441.297.398.102.900,15.225.991.012.697.900,2,0
8.309.491.710.550.680,49.187.595.946.082.300,24.067.016.462.721.600,6.118.120.590.405.630,0,1
1.198.910.934.727.120,19.610.532.474.253.500,-17.274.391.493.313.300,3.539.719.951.497.900,0,0
7.349.258.473.948.940,6.713.680.088.967.950,3.297.726.571.997.510,5.729.009.537.208.270,1,0
5.314.549.141.893.050,5.231.581.498.176.410,1.027.549.560.930.360,19.520.451.796.289.300,7,1
28.794.534.267.599.200,8.986.389.283.011.030,5.934.542.675.318.360,7.622.424.794.876.480,0,0
49.281.958.453.282.400,16.439.268.432.841.400,2.475.407.601.562.290,20.067.925.701.392.300,1,0
29.994.206.977.702.200,8.041.092.460.611.310,16.822.872.981.860.600,7.662.641.142.979.300,0,0
59.608.195.523.830.500,7.919.610.144.667.150,3.322.817.872.959.290,1.442.607.098.186.180,0,0
4.338.439.228.552.440,12.718.118.921.688.600,15.044.294.251.999.500,17.019.672.471.126.500,0,0
16.440.552.907.887.800,3.985.592.241.441.270,2.122.213.916.974.010,5.139.242.268.445.620,1,0
11.658.307.455.569.600,1.701.526.411.445.160,-9.641.220.717.111.410,4.820.576.850.245.480,0,0
5.466.956.820.721.300,2.547.205.004.575.480,4.103.344.494.699.440,167.640.586.780.914,1,0
9.024.130.332.861.030,26.324.617.483.054.400,6.578.572.059.539.040,42.362.441.296.407.200,0,0
34.395.768.655.768.500,55.623.639.402.577.200,6.692.474.531.020.240,9.684.489.116.044.160,4,1
7.330.001.072.226.230,4.114.109.317.604.650,5.230.676.805.692.750,5.744.497.150.362.600,3,1
658.661.354.939.767,9.477.328.040.063.050,-226.812.328.330.426,9.104.658.534.946.630,0,0
931.554.914.309.481,12.637.014.194.700.500,-6.978.794.903.955.330,46.780.013.601.311.200,0,0
8.209.810.172.991.400,9.736.921.348.501.980,17.195.739.776.689.900,42.232.674.426.892.900,0,0
56.660.525.890.546.200,23.063.864.021.426.300,3.710.219.990.053.190,16.522.877.472.978.900,0,1
6.570.304.982.341.070,772.873.936.381.853,2.565.538.640.063.310,9.064.734.408.626.060,0,0
8.983.864.665.840.340,3.389.699.261.728.210,7.071.907.740.279.760,5.010.509.859.044.840,0,0
3.995.187.845.869.340,14.308.139.541.731.300,14.959.881.721.104.800,14.447.557.792.400.200,0,0
32.679.470.585.777.700,85.788.918.524.624,1.300.127.513.843.690,8.166.389.741.212.590,1,0
1.081.108.363.519.630,3.088.608.992.364.630,9.036.708.306.091.060,3.970.440.162.662.960,4,0
8.265.510.741.914.640,6.588.554.042.268.420,19.469.881.499.628.600,36.744.497.739.289.900,1,0
800.980.700.403.365,5.664.436.850.866.260,3.404.539.807.265.520,7.759.233.223.049.920,2,0
10.445.451.810.015.100,4.717.563.093.908.740,15.527.071.869.610.300,38.761.923.818.997.400,0,0
5.768.573.811.327.000,4.958.194.726.485.390,9.620.349.366.204.040,15.645.408.867.005.700,5,1
46.398.169.816.688.700,7.322.379.140.922.870,4.173.780.111.373.680,19.574.897.243.713.800,1,0
11.870.909.550.911.100,8.777.291.412.344.050,10.286.798.547.916.800,537.131.129.729.549,0,0
9.805.682.270.607.230,6.681.806.619.579.050,7.836.300.204.081.250,5.521.010.625.293.350,0,0
21.469.588.746.335.500,8.958.121.013.985.780,33.853.481.723.855.000,48.134.637.825.662.500,0,0
6.723.418.009.056.110,5.778.819.701.986.410,6.122.440.011.152.380,523.984.401.419.847,0,0
5.948.473.795.019.090,14.065.333.923.366.600,2.224.092.479.630.200,14.627.666.865.860.500,1,0
7.388.666.771.330.320,7.166.319.367.020.310,2.585.032.333.231.720,5.553.051.600.105.890,0,0
32.443.446.047.186.900,4.372.816.482.446.170,4.683.302.161.311.850,5.245.678.309.787.750,0,0
6.587.176.387.270.220,40.354.862.081.368.800,6.193.357.418.537.290,10.312.029.563.948.800,2,1
5.322.918.759.514.540,13.696.663.454.423.500,17.116.563.435.445.400,1.921.576.406.481.970,0,0
10.326.500.887.504.800,5.067.700.407.177.880,10.275.054.051.514.300,49.901.837.477.002.200,1,0
17.252.387.694.636.200,12.654.531.119.637.700,5.864.640.780.430.900,6.138.531.589.787.400,2,0
5.679.742.973.160.800,4.766.204.563.105.400,893.771.421.218.234,17.867.151.668.401.500,8,0
2.963.576.135.132.880,7.636.152.989.616.560,26.792.550.216.655.300,8.470.089.096.569.050,1,0
938.315.728.651.316,25.826.435.788.716.300,6.247.455.593.128.780,3.244.779.584.999.130,1,0
8.187.402.294.840.500,4.807.861.681.797.270,2.297.188.428.164.440,5.998.439.588.025.440,1,0
983.567.206.513.663,9.920.159.693.968.350,4.910.310.506.120.820,5.601.705.469.226.690,1,0
25.967.083.895.041.300,6.866.504.233.540.370,3.296.929.595.372.580,4.949.738.868.587.530,1,0
969.723.632.797.977,8.413.567.713.051.980,37.269.775.388.288.400,5.251.830.550.073.190,0,0
4.312.338.697.915.570,41.484.760.656.054.500,8.381.663.368.131.350,17.892.631.899.354.000,3,1
34.751.879.531.375.400,7.678.609.231.258.550,32.365.417.306.697.300,8.861.271.308.674.860,2,0
5.034.952.696.935.320,4.050.917.294.132.180,39.496.490.838.110.600,5.443.172.932.118.460,0,0
5.276.525.785.960.260,12.291.118.254.224.400,10.916.477.247.810.300,5.872.034.030.941.530,1,0
6.920.112.559.466.540,20.307.059.292.006.200,26.957.634.098.191.100,630.311.762.160.747,1,0
4.579.289.944.340.270,40.195.192.461.521.900,8.686.895.120.181.400,18.587.281.899.763.100,7,1
2.265.216.260.361.050,8.457.448.783.257.630,1.223.375.365.127.330,5.657.450.619.439.350,1,0
6.139.703.063.252.320,3.462.660.507.879.300,6.414.693.408.752.870,12.038.772.822.646.300,3,0
25.285.811.825.011.100,6.546.211.935.154.620,36.321.332.550.785.100,4.828.426.303.485.390,2,0
5.776.317.543.444.220,7.093.142.948.034.830,4.861.986.640.420.450,1.596.240.966.816.960,6,0
3.592.087.469.826.900,5.861.823.540.883.410,7.224.609.956.407.420,11.369.113.185.845.200,4,0
823.552.226.611.819,3.572.419.681.701.360,18.738.954.045.585.300,5.723.692.146.395.800,1,0
8.206.961.607.667.790,5.770.533.417.135.440,23.132.258.780.190.200,42.262.506.377.732.200,0,0
4.773.503.981.224.010,3.422.655.927.897.460,7.803.521.322.078.700,20.272.307.119.639.500,4,0
3.508.191.093.350.150,8.387.373.855.201.200,8.051.272.321.824.560,9.093.884.255.887.810,1,0
